# Constructed from biom file
#OTU ID	L1S105	L1S140	L1S208	L1S257	L1S281	L1S57	L1S76	L1S8	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S112	L4S137	L4S63	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93	“taxonomy”
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.5800771208226221	0.6440039089766858	0.5592492639842983	0.4693174702567314	0.46303854875283446	0.5218340611353712	0.6126859031396975	0.6489407080904308	0.00254323499491353	0.002279981760145919	0.009816339455351488	0.01631628490743646	0.0005927682276229994	0.02255109231853418	0.0058997050147492625	0.0	0.6956521739130435	0.0	0.005439709882139619	0.011434511434511435	0.013415892672858616	0.6108887109687751	0.007673860911270983	0.0005091649694501018	0.0024630541871921183	0.00449034575662326	0.005	0.0	0.0023674242424242425	0.0	0.005580357142857143	0.0011670313639679066	0.0008361204013377926	0.0012944052926794189
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.0006426735218508997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012970498474059003	0.023711810305517556	0.007599746675110829	0.01004079071226859	0.23473621813870776	0.03312191684284708	0.05099030762747577	0.05404744436292492	0.0	0.017959183673469388	0.019945602901178604	0.02286902286902287	0.016511867905056758	0.0	0.039568345323741004	0.06038696537678208	0.01744663382594417	0.008082622361921869	0.2822222222222222	0.04352278545826933	0.22395833333333334	0.19000396667988892	0.24888392857142858	0.5143690736688549	0.28812709030100336	0.1928663886092334
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.0	0.0	0.0014720314033366045	0.00031308703819661864	0.0	0.0005745805561939783	0.0	0.00426560500497654	0.09587995930824009	0.21272229822161423	0.039898670044331855	0.05051772827110135	0.1302114206678522	0.16208597603946442	0.19005478297513695	0.15774027879677183	0.004459308807134894	0.045714285714285714	0.18223028105167724	0.079002079002079	0.03611971104231166	0.0024019215372297837	0.1854916067146283	0.21221995926680245	0.05880541871921182	0.1984732824427481	0.22333333333333333	0.12493599590373784	0.22679924242424243	0.12217374057913527	0.11439732142857142	0.06068563092633115	0.12173913043478261	0.0990939162951244
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.0	0.0006133464180569186	0.0	0.0	0.0	0.0	0.0007109341674960899	0.009409969481180062	0.02165982672138623	0.006333122229259025	0.004706620646375902	0.2333530922742541	0.03171247357293869	0.04129793510324484	0.029102470041574957	0.005574136008918618	0.011428571428571429	0.014505893019038985	0.058212058212058215	0.0	0.0	0.037290167865707435	0.06934826883910387	0.012828407224958949	0.23753929052537046	0.25222222222222224	0.1300563236047107	0.16950757575757575	0.15470051566838555	0.296875	0.13712618526622902	0.21588628762541806	0.10412771465554437
k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	0.0	0.0	0.0007360157016683023	0.0010958046336881652	0.0	0.0	0.0	0.0	0.020854526958290945	0.05175558595531236	0.030398986700443317	0.01537496077816128	0.0	0.19309372797744892	0.13400758533501897	0.025678650036683785	0.0	0.061224489795918366	0.1314596554850408	0.061330561330561334	0.02476780185758514	0.0	0.1669064748201439	0.037270875763747456	0.1463464696223317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.003984575835475578	0.0	0.0	0.0	0.0	0.0	0.0	0.00042656050049765394	0.018056968463886065	0.022343821249430004	0.010766307789740342	0.01349231251961092	0.12487650661924521	0.0204369274136716	0.008006742520016857	0.1210564930300807	0.0	0.005714285714285714	0.011786038077969175	0.010395010395010396	0.0196078431372549	0.0	0.009232613908872901	0.03940936863543788	0.03273809523809524	0.07903008531656938	0.023333333333333334	0.05478750640040963	0.09611742424242424	0.19833399444664815	0.09430803571428571	0.09073668854850474	0.15183946488294314	0.09219042140083417
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.010282776349614395	0.007957559681697613	0.0	0.0	0.0	0.0	0.0	0.0	0.004069175991861648	0.027359781121751026	0.0031665611146295125	0.005961719485409476	0.05591780280576961	0.006342494714587738	0.0	0.10271460014673514	0.0	0.0024489795918367346	0.014505893019038985	0.012474012474012475	0.0	0.0040032025620496394	0.004556354916067146	0.03391038696537678	0.009133825944170771	0.11136057476425684	0.06944444444444445	0.3758320532514081	0.08049242424242424	0.18722729075763586	0.060267857142857144	0.044201312910284465	0.04665551839464883	0.2775780238745865
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01271617497456765	0.01595987232102143	0.47308423052564913	0.03671164104173204	0.0	0.02959830866807611	0.1281078803202697	0.0	0.0	0.0163265306122449	0.011786038077969175	0.34303534303534305	0.11248710010319918	0.0	0.08752997601918465	0.001934826883910387	0.021551724137931036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0.11696658097686376	0.09926008655591233	0.062438665358194305	0.03913587977457733	0.0854119425547997	0.0796368650884854	0.11516461166899708	0.018342101521399118	0.0	0.0013679890560875513	0.006333122229259025	0.0037652965171007216	0.0	0.009161381254404511	0.004214075010535188	0.0	0.014492753623188406	0.0	0.004533091568449683	0.014553014553014554	0.0030959752321981426	0.14571657325860687	0.005995203836930456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	0.018766066838046273	0.03392433337986877	0.01717369970559372	0.014871634314339386	0.012849584278155708	0.05515973339462193	0.019448328460658446	0.07621214275558083	0.0	0.0	0.0	0.0	0.0	0.0035236081747709656	0.0012642225031605564	0.0	0.07469342251950947	0.0	0.0	0.0	0.0	0.02802241793434748	0.0	0.0	0.0006157635467980296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
